frametime,GoldStandardValence,GoldStandardArousal
17.52,0.281746,0.136798
17.56,0.280079,0.140131
17.6,0.283413,0.140131
17.64,0.285079,0.135131
17.68,0.288413,0.131798
17.72,0.290079,0.128464
17.76,0.291746,0.128464
17.8,0.293413,0.126798
17.84,0.295079,0.125131
17.88,0.296746,0.123464
17.92,0.300079,0.121798
17.96,0.300079,0.120131
18.0,0.300079,0.116798
18.04,0.300079,0.116798
18.08,0.300079,0.116798
18.12,0.300079,0.116798
18.16,0.300079,0.115131
18.2,0.300079,0.115131
18.24,0.301746,0.115131
18.28,0.301746,0.116798
18.32,0.298413,0.120131
18.36,0.298413,0.125131
18.4,0.298413,0.131798
18.44,0.298413,0.135131
18.48,0.296746,0.136798
18.52,0.295079,0.138464
18.56,0.291746,0.138464
18.6,0.285079,0.143464
18.64,0.280079,0.148464
18.68,0.276746,0.148464
18.72,0.275079,0.148464
18.76,0.270079,0.148464
18.8,0.265079,0.148464
18.84,0.261746,0.146798
18.88,0.260079,0.145131
18.92,0.260079,0.145131
18.96,0.258413,0.146798
19.0,0.258413,0.148464
19.04,0.256746,0.150131
19.08,0.256746,0.148464
19.12,0.258413,0.148464
19.16,0.260079,0.148464
19.2,0.260079,0.148464
19.24,0.261746,0.145131
19.28,0.261746,0.146798
19.32,0.261746,0.148464
19.36,0.266746,0.150131
19.4,0.266746,0.155131
19.44,0.266746,0.155131
19.48,0.265079,0.156798
19.52,0.265079,0.160131
19.56,0.258413,0.165131
19.6,0.253413,0.170131
19.64,0.250079,0.171798
19.68,0.246746,0.173464
19.72,0.245079,0.178464
19.76,0.243413,0.181798
19.8,0.243413,0.185131
19.84,0.241746,0.186798
19.88,0.240079,0.193464
19.92,0.238413,0.195131
19.96,0.236746,0.196798
20.0,0.235079,0.200131
20.04,0.235079,0.201798
20.08,0.233413,0.203464
20.12,0.230079,0.203464
20.16,0.225079,0.203464
20.2,0.221746,0.203464
20.24,0.223413,0.203464
20.28,0.221746,0.203464
20.32,0.220079,0.205131
20.36,0.220079,0.201798
20.4,0.218413,0.191798
20.44,0.216746,0.190131
20.48,0.216746,0.188464
20.52,0.218413,0.185131
20.56,0.220079,0.181798
20.6,0.225079,0.180131
20.64,0.225079,0.180131
20.68,0.228413,0.180131
20.72,0.231746,0.178464
20.76,0.231746,0.175131
20.8,0.233413,0.170131
20.84,0.236746,0.163464
20.88,0.238413,0.160131
20.92,0.238413,0.158464
20.96,0.240079,0.158464
21.0,0.241746,0.156798
21.04,0.243413,0.155131
21.08,0.246746,0.155131
21.12,0.246746,0.155131
21.16,0.245079,0.155131
21.2,0.245079,0.158464
21.24,0.241746,0.161798
21.28,0.241746,0.161798
21.32,0.238413,0.166798
21.36,0.236746,0.175131
21.4,0.236746,0.185131
21.44,0.238413,0.188464
21.48,0.236746,0.190131
21.52,0.236746,0.193464
21.56,0.236746,0.198464
21.6,0.241746,0.203464
21.64,0.245079,0.205131
21.68,0.245079,0.206798
21.72,0.250079,0.210131
21.76,0.251746,0.215131
21.8,0.255079,0.221798
21.84,0.260079,0.221798
21.88,0.261746,0.223464
21.92,0.263413,0.225131
21.96,0.263413,0.226798
22.0,0.265079,0.228464
22.04,0.265079,0.230131
22.08,0.265079,0.233464
22.12,0.266746,0.233464
22.16,0.273413,0.235131
22.2,0.276746,0.241798
22.24,0.281746,0.241798
22.28,0.283413,0.246798
22.32,0.288413,0.248464
22.36,0.293413,0.251798
22.4,0.296746,0.251798
22.44,0.298413,0.253464
22.48,0.300079,0.251798
22.52,0.300079,0.255131
22.56,0.303413,0.260131
22.6,0.303413,0.261798
22.64,0.305079,0.261798
22.68,0.305079,0.263464
22.72,0.306746,0.263464
22.76,0.308413,0.266798
22.8,0.308413,0.266798
22.84,0.310079,0.261798
22.88,0.310079,0.253464
22.92,0.310079,0.251798
22.96,0.311746,0.251798
23.0,0.313413,0.251798
23.04,0.315079,0.251798
23.08,0.318413,0.250131
23.12,0.321746,0.250131
23.16,0.323413,0.246798
23.2,0.325079,0.245131
23.24,0.328413,0.243464
23.28,0.328413,0.243464
23.32,0.330079,0.240131
23.36,0.335079,0.231798
23.4,0.340079,0.230131
23.44,0.346746,0.228464
23.48,0.348413,0.228464
23.52,0.350079,0.226798
23.56,0.350079,0.225131
23.6,0.350079,0.221798
23.64,0.348413,0.215131
23.68,0.345079,0.216798
23.72,0.346746,0.216798
23.76,0.346746,0.215131
23.8,0.346746,0.210131
23.84,0.348413,0.206798
23.88,0.350079,0.205131
23.92,0.351746,0.203464
23.96,0.355079,0.201798
24.0,0.356746,0.200131
24.04,0.356746,0.200131
24.08,0.355079,0.200131
24.12,0.356746,0.200131
24.16,0.355079,0.200131
24.2,0.356746,0.203464
24.24,0.358413,0.206798
24.28,0.356746,0.211798
24.32,0.358413,0.211798
24.36,0.356746,0.213464
24.4,0.358413,0.215131
24.44,0.353413,0.216798
24.48,0.355079,0.216798
24.52,0.353413,0.218464
24.56,0.353413,0.220131
24.6,0.351746,0.221798
24.64,0.350079,0.223464
24.68,0.350079,0.225131
24.72,0.350079,0.226798
24.76,0.348413,0.226798
24.8,0.343413,0.230131
24.84,0.343413,0.231798
24.88,0.340079,0.235131
24.92,0.340079,0.236798
24.96,0.340079,0.240131
25.0,0.341746,0.241798
25.04,0.343413,0.243464
25.08,0.345079,0.245131
25.12,0.346746,0.246798
25.16,0.346746,0.248464
25.2,0.346746,0.250131
25.24,0.350079,0.251798
25.28,0.351746,0.253464
25.32,0.351746,0.255131
25.36,0.353413,0.256798
25.4,0.355079,0.260131
25.44,0.355079,0.263464
25.48,0.356746,0.263464
25.52,0.356746,0.265131
25.56,0.358413,0.260131
25.6,0.358413,0.243464
25.64,0.358413,0.238464
25.68,0.358413,0.238464
25.72,0.356746,0.236798
25.76,0.356746,0.233464
25.8,0.356746,0.230131
25.84,0.356746,0.228464
25.88,0.351746,0.226798
25.92,0.350079,0.223464
25.96,0.348413,0.218464
26.0,0.346746,0.218464
26.04,0.345079,0.216798
26.08,0.345079,0.215131
26.12,0.343413,0.215131
26.16,0.341746,0.213464
26.2,0.340079,0.213464
26.24,0.338413,0.211798
26.28,0.338413,0.210131
26.32,0.338413,0.208464
26.36,0.338413,0.203464
26.4,0.338413,0.200131
26.44,0.338413,0.198464
26.48,0.340079,0.198464
26.52,0.340079,0.198464
26.56,0.338413,0.198464
26.6,0.336746,0.196798
26.64,0.336746,0.191798
26.68,0.333413,0.188464
26.72,0.330079,0.186798
26.76,0.326746,0.186798
26.8,0.321746,0.186798
26.84,0.318413,0.186798
26.88,0.318413,0.186798
26.92,0.316746,0.185131
26.96,0.316746,0.185131
27.0,0.315079,0.185131
27.04,0.313413,0.183464
27.08,0.311746,0.181798
27.12,0.310079,0.181798
27.16,0.310079,0.180131
27.2,0.310079,0.180131
27.24,0.308413,0.178464
27.28,0.306746,0.176798
27.32,0.301746,0.176798
27.36,0.300079,0.175131
27.4,0.300079,0.173464
27.44,0.300079,0.171798
27.48,0.300079,0.168464
27.52,0.300079,0.166798
27.56,0.300079,0.166798
27.6,0.300079,0.165131
27.64,0.300079,0.161798
27.68,0.301746,0.158464
27.72,0.301746,0.156798
27.76,0.300079,0.155131
27.8,0.298413,0.155131
27.84,0.291746,0.155131
27.88,0.288413,0.151798
27.92,0.286746,0.150131
27.96,0.286746,0.148464
28.0,0.286746,0.146798
28.04,0.286746,0.145131
28.08,0.286746,0.145131
28.12,0.285079,0.143464
28.16,0.285079,0.141798
28.2,0.285079,0.145131
28.24,0.283413,0.153464
28.28,0.285079,0.155131
28.32,0.283413,0.155131
28.36,0.283413,0.153464
28.4,0.280079,0.155131
28.44,0.278413,0.156798
28.48,0.276746,0.160131
28.52,0.273413,0.161798
28.56,0.275079,0.163464
28.6,0.273413,0.165131
28.64,0.273413,0.166798
28.68,0.273413,0.168464
28.72,0.273413,0.170131
28.76,0.275079,0.170131
28.8,0.275079,0.173464
28.84,0.275079,0.175131
28.88,0.275079,0.175131
28.92,0.275079,0.175131
28.96,0.275079,0.176798
29.0,0.275079,0.176798
29.04,0.276746,0.178464
29.08,0.283413,0.181798
29.12,0.286746,0.183464
29.16,0.288413,0.186798
29.2,0.288413,0.188464
29.24,0.288413,0.190131
29.28,0.290079,0.195131
29.32,0.290079,0.196798
29.36,0.290079,0.196798
29.4,0.290079,0.201798
29.44,0.290079,0.206798
29.48,0.290079,0.208464
29.52,0.290079,0.210131
29.56,0.293413,0.213464
29.6,0.296746,0.216798
29.64,0.298413,0.221798
29.68,0.298413,0.225131
29.72,0.298413,0.228464
29.76,0.301746,0.230131
29.8,0.303413,0.231798
29.84,0.305079,0.233464
29.88,0.305079,0.236798
29.92,0.305079,0.238464
29.96,0.305079,0.236798
30.0,0.305079,0.236798
30.04,0.305079,0.236798
30.08,0.303413,0.240131
30.12,0.295079,0.238464
30.16,0.290079,0.238464
30.2,0.290079,0.240131
30.24,0.288413,0.240131
30.28,0.290079,0.241798
30.32,0.290079,0.238464
30.36,0.290079,0.238464
30.4,0.290079,0.236798
30.44,0.290079,0.235131
30.48,0.290079,0.230131
30.52,0.288413,0.228464
30.56,0.288413,0.228464
30.6,0.288413,0.231798
30.64,0.286746,0.230131
30.68,0.288413,0.231798
30.72,0.288413,0.230131
30.76,0.286746,0.231798
30.8,0.288413,0.233464
30.84,0.288413,0.230131
30.88,0.290079,0.228464
30.92,0.293413,0.228464
30.96,0.296746,0.230131
31.0,0.300079,0.230131
31.04,0.300079,0.231798
31.08,0.301746,0.233464
31.12,0.301746,0.243464
31.16,0.303413,0.243464
31.2,0.303413,0.245131
31.24,0.305079,0.246798
31.28,0.305079,0.248464
31.32,0.310079,0.248464
31.36,0.313413,0.250131
31.4,0.313413,0.248464
31.44,0.313413,0.246798
31.48,0.315079,0.238464
31.52,0.310079,0.240131
31.56,0.310079,0.240131
31.6,0.308413,0.241798
31.64,0.308413,0.243464
31.68,0.310079,0.245131
31.72,0.311746,0.243464
31.76,0.316746,0.241798
31.8,0.316746,0.241798
31.84,0.316746,0.240131
31.88,0.318413,0.241798
31.92,0.318413,0.240131
31.96,0.318413,0.241798
32.0,0.320079,0.243464
32.04,0.320079,0.245131
32.08,0.320079,0.248464
32.12,0.320079,0.250131
32.16,0.320079,0.251798
32.2,0.321746,0.253464
32.24,0.328413,0.258464
32.28,0.331746,0.261798
32.32,0.331746,0.263464
32.36,0.333413,0.263464
32.4,0.333413,0.263464
32.44,0.335079,0.263464
32.48,0.336746,0.265131
32.52,0.336746,0.263464
32.56,0.336746,0.263464
32.6,0.336746,0.263464
32.64,0.336746,0.261798
32.68,0.336746,0.261798
32.72,0.338413,0.256798
32.76,0.340079,0.248464
32.8,0.341746,0.246798
32.84,0.343413,0.246798
32.88,0.348413,0.245131
32.92,0.348413,0.243464
32.96,0.350079,0.240131
33.0,0.351746,0.236798
33.04,0.355079,0.233464
33.08,0.355079,0.228464
33.12,0.355079,0.226798
33.16,0.355079,0.225131
33.2,0.355079,0.223464
33.24,0.356746,0.216798
33.28,0.358413,0.210131
33.32,0.361746,0.210131
33.36,0.363413,0.210131
33.4,0.363413,0.208464
33.44,0.360079,0.203464
33.48,0.360079,0.193464
33.52,0.361746,0.190131
33.56,0.358413,0.186798
33.6,0.356746,0.180131
33.64,0.353413,0.166798
33.68,0.353413,0.145131
33.72,0.353413,0.126798
33.76,0.353413,0.120131
33.8,0.351746,0.116798
33.84,0.348413,0.111798
33.88,0.350079,0.108464
33.92,0.350079,0.106798
33.96,0.350079,0.101798
34.0,0.353413,0.0967976
34.04,0.353413,0.0934642
34.08,0.355079,0.0901309
34.12,0.355079,0.0834642
34.16,0.358413,0.0751309
34.2,0.358413,0.0684642
34.24,0.356746,0.0634642
34.28,0.358413,0.0601309
34.32,0.356746,0.0567976
34.36,0.355079,0.0534642
34.4,0.353413,0.0501309
34.44,0.353413,0.0451309
34.48,0.353413,0.0417976
34.52,0.353413,0.0384642
34.56,0.350079,0.0384642
34.6,0.348413,0.0384642
34.64,0.348413,0.0351309
34.68,0.348413,0.0301309
34.72,0.348413,0.0234642
34.76,0.348413,0.0184642
34.8,0.348413,0.0151309
34.84,0.351746,0.0134642
34.88,0.353413,0.00846423
34.92,0.355079,0.00179756
34.96,0.355079,-0.00486911
35.0,0.355079,-0.00320244
35.04,0.355079,-0.00486911
35.08,0.355079,-0.00653577
35.12,0.356746,-0.00653577
35.16,0.355079,-0.00820244
35.2,0.355079,-0.0115358
35.24,0.355079,-0.0165358
35.28,0.355079,-0.0165358
35.32,0.353413,-0.0165358
35.36,0.351746,-0.0165358
35.4,0.351746,-0.00986911
35.44,0.351746,-0.00986911
35.48,0.353413,-0.00820244
35.52,0.353413,-0.00320244
35.56,0.353413,-0.00153577
35.6,0.353413,-0.00486911
35.64,0.358413,-0.00486911
35.68,0.361746,-0.00320244
35.72,0.358413,-0.00486911
35.76,0.358413,-0.00653577
35.8,0.358413,-0.00653577
35.84,0.356746,-0.00486911
35.88,0.356746,-0.00153577
35.92,0.355079,0.000130893
35.96,0.353413,0.00346423
36.0,0.350079,0.0117976
36.04,0.346746,0.0167976
36.08,0.345079,0.0201309
36.12,0.343413,0.0251309
36.16,0.341746,0.0301309
36.2,0.341746,0.0367976
36.24,0.340079,0.0384642
36.28,0.340079,0.0417976
36.32,0.338413,0.0451309
36.36,0.336746,0.0584642
36.4,0.335079,0.0617976
36.44,0.333413,0.0667976
36.48,0.326746,0.0717976
36.52,0.321746,0.0734642
36.56,0.321746,0.0751309
36.6,0.321746,0.0784642
36.64,0.321746,0.0817976
36.68,0.321746,0.0851309
36.72,0.321746,0.0867976
36.76,0.323413,0.0901309
36.8,0.323413,0.0934642
36.84,0.323413,0.0967976
36.88,0.323413,0.101798
36.92,0.323413,0.105131
36.96,0.323413,0.113464
37.0,0.323413,0.115131
37.04,0.328413,0.116798
37.08,0.330079,0.118464
37.12,0.333413,0.120131
37.16,0.335079,0.121798
37.2,0.338413,0.123464
37.24,0.338413,0.125131
37.28,0.338413,0.125131
37.32,0.335079,0.125131
37.36,0.335079,0.125131
37.4,0.335079,0.126798
37.44,0.333413,0.125131
37.48,0.330079,0.118464
37.52,0.323413,0.116798
37.56,0.316746,0.113464
37.6,0.310079,0.110131
37.64,0.306746,0.110131
37.68,0.306746,0.108464
37.72,0.305079,0.108464
37.76,0.305079,0.108464
37.8,0.305079,0.111798
37.84,0.303413,0.111798
37.88,0.300079,0.115131
37.92,0.300079,0.111798
37.96,0.298413,0.110131
38.0,0.296746,0.110131
38.04,0.295079,0.111798
38.08,0.291746,0.108464
38.12,0.291746,0.105131
38.16,0.285079,0.103464
38.2,0.283413,0.100131
38.24,0.283413,0.0984642
38.28,0.281746,0.0967976
38.32,0.281746,0.0984642
38.36,0.278413,0.0951309
38.4,0.278413,0.0934642
38.44,0.276746,0.0934642
38.48,0.271746,0.0951309
38.52,0.265079,0.0951309
38.56,0.258413,0.0951309
38.6,0.258413,0.0951309
38.64,0.256746,0.101798
38.68,0.255079,0.103464
38.72,0.251746,0.106798
38.76,0.250079,0.108464
38.8,0.248413,0.111798
38.84,0.245079,0.113464
38.88,0.243413,0.116798
38.92,0.240079,0.118464
38.96,0.238413,0.120131
39.0,0.235079,0.123464
39.04,0.231746,0.125131
39.08,0.228413,0.126798
39.12,0.225079,0.128464
39.16,0.221746,0.128464
39.2,0.221746,0.131798
39.24,0.216746,0.133464
39.28,0.215079,0.133464
39.32,0.213413,0.138464
39.36,0.210079,0.141798
39.4,0.208413,0.140131
