frametime,GoldStandardValence,GoldStandardArousal
4.28,0.29749,0.087444
4.32,0.29249,0.087444
4.36,0.29082,0.089111
4.4,0.28915,0.090778
4.44,0.28915,0.092444
4.48,0.28749,0.095778
4.52,0.28915,0.097444
4.56,0.29249,0.099111
4.6,0.29249,0.099111
4.64,0.29415,0.10078
4.68,0.29415,0.10244
4.72,0.29749,0.10244
4.76,0.29415,0.10411
4.8,0.29082,0.10578
4.84,0.29249,0.10578
4.88,0.29249,0.10578
4.92,0.28915,0.10578
4.96,0.28582,0.10744
5.0,0.28415,0.10911
5.04,0.27915,0.10911
5.08,0.28082,0.11078
5.12,0.28082,0.11078
5.16,0.28082,0.11078
5.2,0.27915,0.11078
5.24,0.27749,0.11244
5.28,0.27749,0.11244
5.32,0.27415,0.11244
5.36,0.27415,0.11078
5.4,0.27415,0.11078
5.44,0.27582,0.11078
5.48,0.27749,0.11078
5.52,0.27749,0.11078
5.56,0.27749,0.11244
5.6,0.27415,0.11244
5.64,0.27415,0.11244
5.68,0.27415,0.11411
5.72,0.27249,0.11578
5.76,0.27249,0.11578
5.8,0.27415,0.11578
5.84,0.27415,0.11578
5.88,0.27415,0.11578
5.92,0.27582,0.11744
5.96,0.27749,0.11744
6.0,0.27749,0.11744
6.04,0.28082,0.11744
6.08,0.28415,0.11744
6.12,0.28415,0.11911
6.16,0.28582,0.11911
6.2,0.28749,0.11744
6.24,0.28749,0.11578
6.28,0.28582,0.11578
6.32,0.28582,0.11411
6.36,0.28415,0.11411
6.4,0.28249,0.11411
6.44,0.27082,0.11411
6.48,0.26749,0.10911
6.52,0.26582,0.10911
6.56,0.26415,0.10911
6.6,0.26082,0.10911
6.64,0.26082,0.10744
6.68,0.26082,0.10744
6.72,0.26082,0.10578
6.76,0.25915,0.10578
6.8,0.25915,0.10578
6.84,0.25749,0.10411
6.88,0.25582,0.10411
6.92,0.25415,0.10411
6.96,0.25415,0.10411
7.0,0.25249,0.10078
7.04,0.25082,0.10078
7.08,0.24915,0.099111
7.12,0.24749,0.099111
7.16,0.24749,0.097444
7.2,0.24749,0.097444
7.24,0.24915,0.097444
7.28,0.24915,0.097444
7.32,0.24915,0.094111
7.36,0.24915,0.094111
7.4,0.25082,0.094111
7.44,0.25415,0.094111
7.48,0.25915,0.095778
7.52,0.26249,0.095778
7.56,0.26582,0.095778
7.6,0.26915,0.095778
7.64,0.27249,0.095778
7.68,0.27582,0.097444
7.72,0.27582,0.099111
7.76,0.27749,0.10078
7.8,0.27749,0.10244
7.84,0.27749,0.10411
7.88,0.27749,0.10411
7.92,0.27915,0.10578
7.96,0.27915,0.10578
8.0,0.27915,0.10578
8.04,0.27915,0.10411
8.08,0.27915,0.10411
8.12,0.27749,0.10578
8.16,0.27582,0.10578
8.2,0.27582,0.10578
8.24,0.27415,0.10578
8.28,0.26915,0.10578
8.32,0.26582,0.10578
8.36,0.26249,0.10578
8.4,0.25915,0.10578
8.44,0.25915,0.10578
8.48,0.25749,0.10578
8.52,0.25415,0.10744
8.56,0.25415,0.10744
8.6,0.25415,0.10911
8.64,0.25415,0.10911
8.68,0.25249,0.11078
8.72,0.25082,0.11078
8.76,0.24915,0.11078
8.8,0.25082,0.11078
8.84,0.24749,0.11078
8.88,0.24749,0.11078
8.92,0.24249,0.11078
8.96,0.23749,0.11244
9.0,0.23582,0.11244
9.04,0.23249,0.11244
9.08,0.22582,0.11244
9.12,0.21749,0.11244
9.16,0.21582,0.11244
9.2,0.21082,0.11411
9.24,0.20915,0.11578
9.28,0.20915,0.11578
9.32,0.20582,0.11744
9.36,0.20415,0.12078
9.4,0.19915,0.12078
9.44,0.19915,0.12078
9.48,0.19749,0.12078
9.52,0.19915,0.12244
9.56,0.19582,0.12244
9.6,0.19082,0.12244
9.64,0.18915,0.12244
9.68,0.18582,0.12244
9.72,0.18082,0.12411
9.76,0.17415,0.12411
9.8,0.16749,0.12578
9.84,0.16415,0.12578
9.88,0.15915,0.12911
9.92,0.15415,0.12911
9.96,0.14582,0.13078
10.0,0.137486,0.130778
10.04,0.132486,0.130778
10.08,0.13082,0.130778
10.12,0.129153,0.130778
10.16,0.122486,0.130778
10.2,0.122486,0.130778
10.24,0.122486,0.130778
10.28,0.12082,0.130778
10.32,0.12082,0.132444
10.36,0.119153,0.132444
10.4,0.119153,0.132444
10.44,0.119153,0.130778
10.48,0.117486,0.130778
10.52,0.117486,0.130778
10.56,0.11582,0.130778
10.6,0.11582,0.130778
10.64,0.11582,0.130778
10.68,0.11582,0.129111
10.72,0.114153,0.129111
10.76,0.114153,0.129111
10.8,0.114153,0.129111
10.84,0.112486,0.129111
10.88,0.112486,0.129111
10.92,0.112486,0.129111
10.96,0.11082,0.129111
11.0,0.11082,0.129111
11.04,0.107486,0.129111
11.08,0.107486,0.132444
11.12,0.107486,0.132444
11.16,0.107486,0.134111
11.2,0.107486,0.134111
11.24,0.107486,0.134111
11.28,0.107486,0.134111
11.32,0.11082,0.134111
11.36,0.117486,0.134111
11.4,0.122486,0.134111
11.44,0.122486,0.134111
11.48,0.124153,0.134111
11.52,0.124153,0.132444
11.56,0.12582,0.134111
11.6,0.129153,0.135778
11.64,0.13582,0.137444
11.68,0.142486,0.139111
11.72,0.14582,0.139111
11.76,0.14582,0.137444
11.8,0.15082,0.139111
11.84,0.157486,0.137444
11.88,0.16582,0.137444
11.92,0.169153,0.135778
11.96,0.177486,0.137444
12.0,0.187486,0.137444
12.04,0.197486,0.135778
12.08,0.212486,0.135778
12.12,0.222486,0.135778
12.16,0.23082,0.135778
12.2,0.23582,0.135778
12.24,0.242486,0.139111
12.28,0.244153,0.139111
12.32,0.24582,0.140778
12.36,0.247486,0.140778
12.4,0.252486,0.142444
12.44,0.25582,0.144111
12.48,0.274153,0.145778
12.52,0.292486,0.147444
12.56,0.294153,0.147444
12.6,0.29582,0.147444
12.64,0.294153,0.147444
12.68,0.304153,0.147444
12.72,0.312486,0.152444
12.76,0.317486,0.154111
12.8,0.327486,0.154111
12.84,0.33082,0.155778
12.88,0.34082,0.157444
12.92,0.35082,0.160778
12.96,0.357486,0.164111
13.0,0.364153,0.164111
13.04,0.372486,0.164111
13.08,0.37582,0.164111
13.12,0.382486,0.164111
13.16,0.39082,0.164111
13.2,0.394153,0.162444
13.24,0.39582,0.162444
13.28,0.40082,0.160778
13.32,0.402486,0.160778
13.36,0.404153,0.160778
13.4,0.40582,0.160778
13.44,0.402486,0.160778
13.48,0.40082,0.160778
13.52,0.399153,0.162444
13.56,0.39582,0.162444
13.6,0.39582,0.162444
13.64,0.394153,0.162444
13.68,0.394153,0.162444
13.72,0.392486,0.160778
13.76,0.39082,0.157444
13.8,0.389153,0.157444
13.84,0.387486,0.154111
13.88,0.38582,0.152444
13.92,0.384153,0.150778
13.96,0.382486,0.150778
14.0,0.38082,0.149111
14.04,0.379153,0.147444
14.08,0.377486,0.147444
14.12,0.372486,0.145778
14.16,0.369153,0.145778
14.2,0.36582,0.144111
14.24,0.362486,0.145778
14.28,0.359153,0.142444
14.32,0.35582,0.140778
14.36,0.349153,0.140778
14.4,0.339153,0.140778
14.44,0.334153,0.139111
14.48,0.32582,0.139111
14.52,0.32082,0.139111
14.56,0.312486,0.139111
14.6,0.307486,0.139111
14.64,0.304153,0.137444
14.68,0.30082,0.137444
14.72,0.299153,0.135778
14.76,0.292486,0.135778
14.8,0.28582,0.134111
14.84,0.279153,0.132444
14.88,0.272486,0.130778
14.92,0.267486,0.130778
14.96,0.26082,0.130778
15.0,0.259153,0.129111
15.04,0.25582,0.129111
15.08,0.252486,0.127444
15.12,0.249153,0.127444
15.16,0.24582,0.125778
15.2,0.244153,0.125778
15.24,0.244153,0.125778
15.28,0.244153,0.124111
15.32,0.244153,0.124111
15.36,0.244153,0.124111
15.4,0.242486,0.125778
15.44,0.242486,0.125778
15.48,0.242486,0.125778
15.52,0.242486,0.125778
15.56,0.239153,0.125778
15.6,0.23582,0.125778
15.64,0.232486,0.124111
15.68,0.232486,0.124111
15.72,0.232486,0.124111
15.76,0.23082,0.122444
15.8,0.227486,0.122444
15.84,0.227486,0.122444
15.88,0.227486,0.119111
15.92,0.229153,0.119111
15.96,0.232486,0.119111
16.0,0.234153,0.119111
16.04,0.237486,0.115778
16.08,0.24082,0.115778
16.12,0.242486,0.112444
16.16,0.24582,0.110778
16.2,0.247486,0.109111
16.24,0.247486,0.109111
16.28,0.24582,0.109111
16.32,0.244153,0.105778
16.36,0.242486,0.104111
16.4,0.239153,0.104111
16.44,0.234153,0.104111
16.48,0.23082,0.104111
16.52,0.224153,0.102444
16.56,0.22082,0.102444
16.6,0.214153,0.102444
16.64,0.21082,0.102444
16.68,0.21082,0.099111
16.72,0.209153,0.099111
16.76,0.204153,0.100778
16.8,0.20082,0.100778
16.84,0.199153,0.100778
16.88,0.199153,0.100778
16.92,0.197486,0.100778
16.96,0.197486,0.100778
17.0,0.197486,0.100778
17.04,0.197486,0.099111
17.08,0.197486,0.099111
17.12,0.19582,0.0974443
17.16,0.194153,0.0974443
17.2,0.187486,0.0957776
17.24,0.18082,0.0957776
17.28,0.177486,0.0957776
17.32,0.172486,0.0957776
17.36,0.167486,0.094111
17.4,0.167486,0.094111
17.44,0.16582,0.094111
17.48,0.16582,0.0924443
17.52,0.164153,0.0924443
17.56,0.162486,0.0924443
17.6,0.162486,0.0907776
17.64,0.162486,0.089111
17.68,0.16082,0.089111
17.72,0.16082,0.089111
17.76,0.16082,0.0874443
17.8,0.159153,0.0874443
17.84,0.159153,0.0874443
17.88,0.16082,0.0874443
17.92,0.16082,0.0874443
17.96,0.16082,0.0874443
18.0,0.16082,0.0874443
18.04,0.162486,0.0874443
18.08,0.164153,0.0857776
18.12,0.164153,0.0857776
18.16,0.164153,0.0874443
18.2,0.164153,0.0874443
18.24,0.164153,0.0874443
18.28,0.164153,0.0874443
18.32,0.164153,0.0874443
18.36,0.16582,0.0874443
18.4,0.16582,0.0874443
18.44,0.16582,0.0874443
18.48,0.16582,0.0874443
18.52,0.167486,0.0874443
18.56,0.169153,0.0874443
18.6,0.169153,0.0874443
18.64,0.17082,0.0874443
18.68,0.17082,0.0874443
18.72,0.17082,0.0874443
18.76,0.169153,0.0874443
18.8,0.169153,0.0874443
18.84,0.169153,0.0874443
18.88,0.169153,0.0874443
18.92,0.167486,0.0874443
18.96,0.167486,0.0874443
19.0,0.167486,0.0874443
19.04,0.167486,0.0874443
19.08,0.16582,0.0874443
19.12,0.164153,0.0874443
19.16,0.16082,0.0874443
19.2,0.159153,0.0874443
19.24,0.157486,0.0874443
19.28,0.15582,0.0874443
19.32,0.154153,0.0874443
19.36,0.152486,0.0874443
19.4,0.15082,0.0874443
19.44,0.15082,0.0874443
19.48,0.149153,0.0857776
19.52,0.14582,0.0857776
19.56,0.144153,0.0857776
19.6,0.14582,0.0857776
19.64,0.14582,0.0857776
19.68,0.144153,0.0857776
19.72,0.144153,0.0857776
19.76,0.142486,0.0857776
19.8,0.14082,0.0857776
19.84,0.139153,0.0857776
19.88,0.139153,0.0857776
19.92,0.13582,0.0857776
19.96,0.132486,0.0857776
20.0,0.132486,0.0857776
20.04,0.13082,0.0857776
20.08,0.129153,0.0857776
20.12,0.127486,0.0857776
20.16,0.127486,0.0857776
20.2,0.12582,0.0857776
20.24,0.12582,0.0857776
20.28,0.127486,0.0857776
20.32,0.127486,0.0857776
20.36,0.127486,0.0857776
20.4,0.129153,0.0857776
20.44,0.132486,0.0857776
20.48,0.134153,0.0857776
20.52,0.13582,0.0857776
20.56,0.137486,0.0857776
20.6,0.139153,0.0857776
20.64,0.14082,0.0874443
20.68,0.142486,0.0874443
20.72,0.14582,0.0874443
20.76,0.147486,0.0874443
20.8,0.154153,0.089111
20.84,0.16082,0.0907776
20.88,0.174153,0.0907776
20.92,0.182486,0.0907776
20.96,0.19082,0.094111
21.0,0.199153,0.0957776
21.04,0.207486,0.0974443
21.08,0.21082,0.099111
21.12,0.214153,0.100778
21.16,0.22082,0.100778
21.2,0.224153,0.104111
21.24,0.23082,0.104111
21.28,0.234153,0.104111
21.32,0.237486,0.105778
21.36,0.24082,0.105778
21.4,0.24582,0.107444
21.44,0.25082,0.109111
21.48,0.257486,0.109111
21.52,0.26082,0.109111
21.56,0.26082,0.110778
21.6,0.262486,0.110778
21.64,0.26582,0.110778
21.68,0.26582,0.110778
21.72,0.267486,0.110778
21.76,0.267486,0.110778
21.8,0.269153,0.110778
21.84,0.267486,0.110778
21.88,0.269153,0.110778
21.92,0.269153,0.112444
21.96,0.27082,0.112444
22.0,0.27082,0.112444
22.04,0.27082,0.112444
22.08,0.272486,0.112444
22.12,0.27082,0.112444
22.16,0.269153,0.112444
22.2,0.267486,0.112444
22.24,0.267486,0.112444
22.28,0.26582,0.114111
22.32,0.264153,0.114111
22.36,0.262486,0.114111
22.4,0.262486,0.114111
22.44,0.262486,0.114111
22.48,0.26082,0.114111
22.52,0.25582,0.114111
22.56,0.249153,0.114111
22.6,0.24582,0.114111
22.64,0.24582,0.114111
22.68,0.24582,0.114111
22.72,0.244153,0.114111
22.76,0.242486,0.114111
22.8,0.24082,0.114111
22.84,0.237486,0.114111
22.88,0.237486,0.114111
22.92,0.237486,0.114111
22.96,0.234153,0.114111
23.0,0.232486,0.114111
23.04,0.232486,0.114111
23.08,0.232486,0.114111
23.12,0.229153,0.114111
23.16,0.229153,0.112444
23.2,0.229153,0.110778
23.24,0.229153,0.104111
23.28,0.229153,0.100778
23.32,0.229153,0.0957776
23.36,0.227486,0.089111
23.4,0.22582,0.084111
23.44,0.22582,0.0807776
23.48,0.22582,0.079111
23.52,0.227486,0.0774443
23.56,0.227486,0.0724443
23.6,0.229153,0.0707776
23.64,0.229153,0.069111
23.68,0.23082,0.0674443
23.72,0.232486,0.0657776
23.76,0.23082,0.0657776
23.8,0.229153,0.0657776
23.84,0.23082,0.0657776
23.88,0.23082,0.064111
23.92,0.23082,0.0624443
23.96,0.23082,0.0624443
24.0,0.229153,0.0624443
24.04,0.229153,0.0624443
24.08,0.22582,0.0624443
24.12,0.224153,0.0624443
24.16,0.222486,0.0607776
24.2,0.219153,0.0607776
24.24,0.219153,0.059111
24.28,0.217486,0.059111
24.32,0.217486,0.059111
24.36,0.214153,0.0574443
24.4,0.214153,0.0574443
24.44,0.214153,0.0574443
24.48,0.212486,0.054111
24.52,0.212486,0.0507776
24.56,0.209153,0.0507776
24.6,0.209153,0.0474443
24.64,0.207486,0.044111
24.68,0.202486,0.044111
24.72,0.20082,0.0424443
24.76,0.199153,0.0407776
24.8,0.194153,0.0407776
24.84,0.189153,0.039111
24.88,0.189153,0.039111
24.92,0.18582,0.0357776
24.96,0.18082,0.034111
25.0,0.179153,0.0307776
25.04,0.177486,0.029111
25.08,0.174153,0.0257776
25.12,0.172486,0.024111
25.16,0.169153,0.024111
25.2,0.167486,0.0224443
25.24,0.167486,0.0224443
25.28,0.167486,0.0207776
25.32,0.167486,0.019111
25.36,0.164153,0.0174443
25.4,0.16082,0.014111
25.44,0.16082,0.0107776
25.48,0.159153,0.00577765
25.52,0.16082,0.00244431
25.56,0.159153,0.000777645
25.6,0.157486,-0.000889021
25.64,0.154153,-0.000889021
25.68,0.149153,-0.00422235
25.72,0.144153,-0.00922235
25.76,0.142486,-0.0125557
25.8,0.144153,-0.015889
25.84,0.144153,-0.020889
25.88,0.144153,-0.0225557
25.92,0.142486,-0.0275557
25.96,0.139153,-0.0292224
26.0,0.142486,-0.030889
26.04,0.147486,-0.0342224
26.08,0.152486,-0.0375557
26.12,0.15582,-0.0392224
26.16,0.15582,-0.0425557
26.2,0.159153,-0.0425557
26.24,0.16582,-0.0442224
26.28,0.17082,-0.0442224
26.32,0.18082,-0.0425557
26.36,0.19582,-0.0425557
26.4,0.214153,-0.0392224
26.44,0.219153,-0.0325557
26.48,0.222486,-0.0275557
26.52,0.229153,-0.0225557
26.56,0.23082,-0.0192224
26.6,0.23582,-0.0142224
26.64,0.23582,-0.010889
26.68,0.23582,-0.00755569
26.72,0.237486,-0.00255569
26.76,0.239153,-0.00422235
26.8,0.239153,-0.00255569
26.84,0.237486,-0.00255569
26.88,0.239153,-0.00255569
26.92,0.242486,-0.000889021
26.96,0.244153,0.00577765
27.0,0.247486,0.00911098
27.04,0.252486,0.0107776
27.08,0.252486,0.0124443
27.12,0.25082,0.014111
27.16,0.25082,0.0157776
27.2,0.249153,0.0157776
27.24,0.249153,0.0157776
27.28,0.249153,0.0157776
27.32,0.249153,0.0157776
27.36,0.249153,0.0157776
27.4,0.25082,0.0157776
27.44,0.252486,0.019111
27.48,0.252486,0.019111
27.52,0.249153,0.0157776
27.56,0.249153,0.0157776
27.6,0.249153,0.0157776
27.64,0.249153,0.0157776
27.68,0.249153,0.0157776
27.72,0.249153,0.0124443
27.76,0.249153,0.00911098
27.8,0.249153,0.00911098
27.84,0.249153,0.00911098
27.88,0.249153,0.00744431
27.92,0.249153,0.00744431
27.96,0.249153,0.00744431
28.0,0.24582,0.00577765
28.04,0.244153,0.00411098
28.08,0.24082,0.000777645
28.12,0.239153,-0.000889021
28.16,0.239153,-0.000889021
28.2,0.237486,-0.00422235
28.24,0.237486,-0.00422235
28.28,0.237486,-0.00922235
28.32,0.237486,-0.00922235
28.36,0.23582,-0.010889
28.4,0.23582,-0.0125557
28.44,0.23582,-0.0125557
28.48,0.234153,-0.0142224
28.52,0.232486,-0.0142224
28.56,0.22582,-0.015889
28.6,0.21582,-0.0175557
28.64,0.204153,-0.0175557
28.68,0.19582,-0.015889
28.72,0.19082,-0.015889
28.76,0.18582,-0.015889
28.8,0.18082,-0.015889
28.84,0.177486,-0.015889
28.88,0.17582,-0.0175557
28.92,0.172486,-0.0175557
28.96,0.172486,-0.0175557
29.0,0.167486,-0.0175557
29.04,0.167486,-0.0192224
29.08,0.164153,-0.0192224
29.12,0.159153,-0.0175557
29.16,0.157486,-0.0192224
29.2,0.154153,-0.0175557
29.24,0.154153,-0.0175557
29.28,0.152486,-0.0175557
29.32,0.15082,-0.0175557
29.36,0.15082,-0.015889
29.4,0.149153,-0.015889
29.44,0.147486,-0.015889
29.48,0.147486,-0.0142224
29.52,0.147486,-0.015889
29.56,0.147486,-0.0175557
29.6,0.147486,-0.0175557
29.64,0.149153,-0.0192224
29.68,0.162486,-0.0192224
29.72,0.182486,-0.0192224
29.76,0.189153,-0.0192224
29.8,0.194153,-0.0175557
29.84,0.194153,-0.015889
29.88,0.197486,-0.00922235
29.92,0.202486,-0.000889021
29.96,0.209153,0.00244431
30.0,0.214153,0.00411098
30.04,0.21582,0.00744431
30.08,0.217486,0.0124443
30.12,0.217486,0.019111
30.16,0.217486,0.0307776
30.2,0.21582,0.039111
30.24,0.21582,0.0424443
30.28,0.214153,0.049111
30.32,0.214153,0.0524443
30.36,0.212486,0.054111
30.4,0.212486,0.054111
30.44,0.212486,0.0557776
30.48,0.212486,0.0574443
30.52,0.212486,0.059111
30.56,0.212486,0.0574443
30.6,0.212486,0.059111
30.64,0.212486,0.0607776
30.68,0.212486,0.059111
30.72,0.212486,0.0607776
30.76,0.214153,0.0607776
30.8,0.214153,0.0607776
30.84,0.21582,0.0624443
30.88,0.217486,0.0624443
30.92,0.217486,0.0624443
30.96,0.219153,0.0624443
31.0,0.224153,0.064111
31.04,0.227486,0.064111
31.08,0.232486,0.064111
31.12,0.23582,0.064111
31.16,0.242486,0.0657776
31.2,0.24582,0.0657776
31.24,0.252486,0.0674443
31.28,0.259153,0.0707776
31.32,0.262486,0.0707776
31.36,0.26582,0.0724443
31.4,0.27082,0.074111
31.44,0.272486,0.0757776
31.48,0.272486,0.0757776
31.52,0.274153,0.0807776
31.56,0.272486,0.084111
31.6,0.27582,0.0874443
31.64,0.277486,0.0907776
31.68,0.277486,0.094111
31.72,0.27582,0.099111
31.76,0.274153,0.102444
31.8,0.269153,0.104111
31.84,0.27082,0.104111
31.88,0.269153,0.105778
31.92,0.267486,0.105778
31.96,0.267486,0.109111
32.0,0.264153,0.109111
32.04,0.264153,0.110778
32.08,0.264153,0.110778
32.12,0.262486,0.110778
32.16,0.262486,0.109111
32.2,0.262486,0.110778
32.24,0.26082,0.107444
32.28,0.26082,0.109111
32.32,0.259153,0.107444
32.36,0.259153,0.107444
32.4,0.257486,0.105778
32.44,0.25582,0.109111
32.48,0.252486,0.107444
32.52,0.249153,0.109111
32.56,0.249153,0.107444
32.6,0.247486,0.109111
32.64,0.249153,0.105778
32.68,0.249153,0.107444
32.72,0.25082,0.109111
32.76,0.25082,0.110778
32.8,0.25582,0.112444
32.84,0.259153,0.114111
32.88,0.262486,0.112444
32.92,0.262486,0.114111
32.96,0.264153,0.115778
33.0,0.264153,0.117444
33.04,0.264153,0.120778
33.08,0.264153,0.119111
33.12,0.264153,0.120778
33.16,0.26582,0.120778
33.2,0.267486,0.120778
33.24,0.267486,0.122444
33.28,0.267486,0.122444
33.32,0.267486,0.122444
33.36,0.269153,0.122444
33.4,0.269153,0.122444
33.44,0.269153,0.122444
33.48,0.269153,0.122444
33.52,0.269153,0.124111
33.56,0.269153,0.124111
33.6,0.269153,0.124111
33.64,0.267486,0.124111
33.68,0.267486,0.125778
33.72,0.269153,0.127444
33.76,0.267486,0.129111
33.8,0.267486,0.129111
33.84,0.26582,0.129111
33.88,0.264153,0.130778
33.92,0.259153,0.130778
33.96,0.257486,0.129111
34.0,0.257486,0.125778
34.04,0.25582,0.124111
34.08,0.254153,0.117444
34.12,0.252486,0.115778
34.16,0.252486,0.114111
34.2,0.249153,0.114111
34.24,0.242486,0.114111
34.28,0.237486,0.114111
34.32,0.234153,0.112444
34.36,0.234153,0.112444
34.4,0.234153,0.109111
34.44,0.232486,0.109111
34.48,0.234153,0.107444
34.52,0.237486,0.105778
34.56,0.239153,0.105778
34.6,0.252486,0.105778
34.64,0.259153,0.105778
34.68,0.26082,0.104111
34.72,0.26082,0.104111
34.76,0.262486,0.104111
34.8,0.264153,0.104111
34.84,0.264153,0.104111
34.88,0.264153,0.104111
34.92,0.264153,0.104111
34.96,0.264153,0.104111
35.0,0.264153,0.102444
35.04,0.26082,0.102444
35.08,0.259153,0.102444
35.12,0.257486,0.100778
35.16,0.25582,0.102444
35.2,0.254153,0.102444
35.24,0.254153,0.102444
35.28,0.252486,0.102444
35.32,0.254153,0.102444
35.36,0.25582,0.102444
35.4,0.25582,0.102444
35.44,0.25582,0.102444
35.48,0.25582,0.102444
35.52,0.254153,0.102444
35.56,0.254153,0.102444
35.6,0.254153,0.102444
35.64,0.254153,0.100778
35.68,0.254153,0.102444
35.72,0.25582,0.102444
35.76,0.25582,0.102444
35.8,0.25582,0.102444
35.84,0.25582,0.102444
35.88,0.25582,0.102444
35.92,0.257486,0.100778
35.96,0.26082,0.100778
36.0,0.26582,0.100778
36.04,0.26582,0.100778
36.08,0.264153,0.100778
36.12,0.264153,0.100778
36.16,0.264153,0.100778
36.2,0.264153,0.100778
36.24,0.264153,0.099111
36.28,0.264153,0.099111
36.32,0.262486,0.100778
36.36,0.262486,0.0974443
36.4,0.26082,0.0974443
36.44,0.257486,0.0974443
36.48,0.25582,0.0974443
36.52,0.254153,0.0924443
36.56,0.25082,0.0907776
36.6,0.247486,0.0907776
36.64,0.247486,0.089111
36.68,0.247486,0.089111
36.72,0.24582,0.089111
36.76,0.244153,0.0874443
36.8,0.242486,0.089111
36.84,0.244153,0.0874443
36.88,0.244153,0.0874443
36.92,0.244153,0.0874443
36.96,0.242486,0.0857776
37.0,0.242486,0.0857776
37.04,0.242486,0.0857776
37.08,0.239153,0.0857776
37.12,0.237486,0.0857776
37.16,0.234153,0.0857776
37.2,0.232486,0.0857776
37.24,0.23082,0.084111
37.28,0.227486,0.084111
37.32,0.22582,0.084111
37.36,0.224153,0.084111
37.4,0.224153,0.0824443
37.44,0.224153,0.084111
37.48,0.22082,0.084111
37.52,0.219153,0.0857776
37.56,0.219153,0.0874443
37.6,0.219153,0.089111
37.64,0.219153,0.089111
37.68,0.21582,0.0857776
37.72,0.214153,0.084111
37.76,0.21082,0.0824443
37.8,0.21082,0.0807776
37.84,0.207486,0.0807776
37.88,0.20582,0.0757776
37.92,0.204153,0.074111
37.96,0.204153,0.0724443
38.0,0.20082,0.0724443
38.04,0.20082,0.069111
38.08,0.199153,0.069111
38.12,0.20082,0.069111
38.16,0.199153,0.069111
38.2,0.199153,0.069111
38.24,0.197486,0.0707776
38.28,0.199153,0.0707776
38.32,0.20082,0.0724443
38.36,0.20082,0.0724443
